0.440517, 0.451402
0.416130, -2.438660
0.411706, 0.442374
0.387808, -2.389887
0.383472, 0.433526
0.360051, -2.342089
0.355803, 0.424856
0.332850, -2.295247
0.328687, 0.416358
0.306193, -2.249342
0.302113, 0.408031
0.280070, -2.204356
0.276071, 0.399871
0.254468, -2.160268
0.250549, 0.391873
0.229379, -2.117063
0.225538, 0.384036
0.204791, -2.074722
0.201028, 0.376355
0.180695, -2.033227
0.177007, 0.368828
0.157081, -1.992563
0.153467, 0.361451
0.133940, -1.952712
0.130398, 0.354222
0.111261, -1.913657
0.107790, 0.347138
0.089036, -1.875384
0.085634, 0.340195
0.067255, -1.837877
0.063921, 0.333391
0.045910, -1.801119
0.042643, 0.326723
0.024992, -1.765097
0.021790, 0.320189
0.004492, -1.729795
0.001354, 0.313785
-0.015598, -1.695199
-0.018673, 0.307509
-0.035286, -1.661295
-0.038300, 0.301359
-0.054580, -1.628069
-0.057534, 0.295332
-0.073489, -1.595508
-0.076383, 0.289425
-0.092019, -1.563597
-0.094855, 0.283637
-0.110178, -1.532325
-0.112958, 0.277964
-0.127975, -1.501679
-0.130699, 0.272405
-0.145415, -1.471645
-0.148085, 0.266957
-0.162507, -1.442212
-0.165123, 0.261618
-0.179257, -1.413368
-0.181821, 0.256385
-0.195672, -1.385101
-0.198184, 0.251258
-0.211758, -1.357399
-0.214221, 0.246232
-0.227523, -1.330251
-0.229936, 0.241308
-0.242973, -1.303646
-0.245338, 0.236482
-0.258113, -1.277573
-0.260431, 0.231752
-0.272951, -1.252021
-0.275222, 0.227117
-0.287492, -1.226981
-0.289718, 0.222575
-0.301742, -1.202441
-0.303923, 0.218123
-0.315707, -1.178393
-0.317845, 0.213761
-0.329393, -1.154825
-0.331488, 0.209485
-0.342805, -1.131728
-0.344858, 0.205296
-0.355949, -1.109094
-0.357961, 0.201190
-0.368830, -1.086912
-0.370802, 0.197166
-0.381454, -1.065174
-0.383386, 0.193223
-0.393825, -1.043870
-0.395718, 0.189358
-0.405948, -1.022993
-0.407804, 0.185571
-0.417829, -1.002533
-0.419648, 0.181860
-0.429472, -0.982482
-0.431255, 0.178222
-0.440883, -0.962833
-0.442630, 0.174658
-0.452065, -0.943576
-0.453777, 0.171165
-0.463024, -0.924704
-0.464701, 0.167742
-0.473764, -0.906210
-0.475407, 0.164387
-0.484288, -0.888086
-0.485899, 0.161099
-0.494603, -0.870324
-0.496181, 0.157877
-0.504711, -0.852918
-0.506258, 0.154719
-0.514616, -0.835860
-0.516133, 0.151625
-0.524324, -0.819142
-0.525810, 0.148593
-0.533837, -0.802759
-0.535294, 0.145621
-0.543161, -0.786704
-0.544588, 0.142708
-0.552298, -0.770970
-0.553696, 0.139854
-0.561252, -0.755551
-0.562622, 0.137057
-0.570027, -0.740440
-0.571370, 0.134316
-0.578626, -0.725631
-0.579942, 0.131630
-0.587053, -0.711118
-0.588343, 0.128997
-0.595312, -0.696896
-0.596577, 0.126417
-0.603406, -0.682958
-0.604645, 0.123889
-0.611338, -0.669299
-0.612552, 0.121411
-0.619111, -0.655913
-0.620301, 0.118983
-0.626729, -0.642795
-0.627895, 0.116603
-0.634194, -0.629939
-0.635337, 0.114271
-0.641511, -0.617340
-0.642630, 0.111986
-0.648680, -0.604993
-0.649778, 0.109746
-0.655707, -0.592893
-0.656782, 0.107551
-0.662593, -0.581035
-0.663647, 0.105400
-0.669341, -0.569415
-0.670374, 0.103292
-0.675954, -0.558026
-0.676966, 0.101226
