0.445271, 0.993870, -0.240639
0.447499, 0.991642, -2.227657
0.446366, 0.992775, -1.132687
0.445252, 0.991660, -1.114839
0.445489, 0.991898, -0.237671
0.447710, 0.989677, -2.220754
0.446580, 0.990807, -1.130158
0.445471, 0.989699, -1.108382
0.445706, 0.989934, -0.234716
0.447920, 0.987720, -2.213879
0.446792, 0.988847, -1.127638
0.445690, 0.987745, -1.101950
0.445922, 0.987977, -0.231772
0.448129, 0.985770, -2.207031
0.447004, 0.986895, -1.125128
0.445909, 0.985800, -1.095543
0.446137, 0.986028, -0.228840
0.448338, 0.983828, -2.200211
0.447215, 0.984951, -1.122629
0.446126, 0.983862, -1.089163
0.446352, 0.984088, -0.225920
0.448545, 0.981894, -2.193418
0.447425, 0.983014, -1.120139
0.446342, 0.981932, -1.082808
0.446565, 0.982155, -0.223011
0.448752, 0.979968, -2.186652
0.447634, 0.981086, -1.117660
0.446558, 0.980009, -1.076478
0.446778, 0.980229, -0.220115
0.448958, 0.978049, -2.179913
0.447843, 0.979165, -1.115190
0.446772, 0.978094, -1.070173
0.446990, 0.978312, -0.217229
0.449163, 0.976138, -2.173201
0.448050, 0.977251, -1.112730
0.446986, 0.976187, -1.063894
0.447201, 0.976402, -0.214356
0.449367, 0.974235, -2.166516
0.448257, 0.975345, -1.110280
0.447199, 0.974288, -1.057640
0.447411, 0.974499, -0.211493
0.449571, 0.972339, -2.159857
0.448463, 0.973447, -1.107840
0.447411, 0.972396, -1.051411
0.447620, 0.972604, -0.208643
0.449773, 0.970451, -2.153226
0.448668, 0.971557, -1.105410
0.447623, 0.970511, -1.045207
0.447828, 0.970717, -0.205803
0.449975, 0.968571, -2.146620
0.448872, 0.969674, -1.102989
0.447833, 0.968635, -1.039027
0.448036, 0.968837, -0.202975
0.450176, 0.966697, -2.140041
0.449075, 0.967798, -1.100578
0.448043, 0.966765, -1.032873
0.448243, 0.966965, -0.200159
0.450376, 0.964832, -2.133489
0.449278, 0.965930, -1.098177
0.448251, 0.964903, -1.026742
0.448449, 0.965101, -0.197353
0.450576, 0.962974, -2.126962
0.449480, 0.964069, -1.095785
0.448459, 0.963049, -1.020637
0.448654, 0.963243, -0.194559
0.450774, 0.961123, -2.120462
0.449681, 0.962216, -1.093403
0.448666, 0.961202, -1.014556
0.448858, 0.961394, -0.191776
0.450972, 0.959280, -2.113988
0.449881, 0.960371, -1.091031
0.448872, 0.959362, -1.008499
0.449061, 0.959551, -0.189004
0.451169, 0.957444, -2.107539
0.450080, 0.958532, -1.088668
0.449078, 0.957530, -1.002466
0.449264, 0.957716, -0.186243
0.451365, 0.955615, -2.101117
0.450279, 0.956701, -1.086314
0.449282, 0.955705, -0.996457
0.449466, 0.955888, -0.183494
0.451561, 0.953793, -2.094720
0.450477, 0.954877, -1.083970
0.449486, 0.953887, -0.990473
0.449667, 0.954068, -0.180755
0.451755, 0.951979, -2.088348
0.450674, 0.953061, -1.081635
0.449689, 0.952077, -0.984512
0.449867, 0.952255, -0.178027
0.451949, 0.950173, -2.082002
0.450870, 0.951252, -1.079310
0.449891, 0.950273, -0.978575
0.450067, 0.950449, -0.175311
0.452142, 0.948373, -2.075682
0.451065, 0.949450, -1.076994
0.450093, 0.948477, -0.972662
0.450265, 0.948650, -0.172605
0.452335, 0.946580, -2.069386
0.451260, 0.947655, -1.074687
0.450293, 0.946688, -0.966773
0.450463, 0.946858, -0.169909
0.452526, 0.944795, -2.063116
0.451454, 0.945868, -1.072389
0.450493, 0.944907, -0.960907
0.450660, 0.945074, -0.167225
0.452717, 0.943017, -2.056871
0.451647, 0.944087, -1.070101
0.450692, 0.943132, -0.955064
0.450856, 0.943297, -0.164552
0.452907, 0.941246, -2.050651
0.451839, 0.942314, -1.067821
0.450890, 0.941365, -0.949245
0.451052, 0.941526, -0.161889
0.453096, 0.939482, -2.044456
0.452031, 0.940547, -1.065551
0.451087, 0.939604, -0.943450
0.451247, 0.939763, -0.159236
0.453285, 0.937725, -2.038285
0.452222, 0.938788, -1.063290
0.451284, 0.937851, -0.937677
0.451440, 0.938007, -0.156595
0.453473, 0.935975, -2.032139
0.452412, 0.937036, -1.061038
0.451480, 0.936104, -0.931927
0.451634, 0.936258, -0.153964
0.453660, 0.934232, -2.026018
0.452601, 0.935291, -1.058795
0.451675, 0.934365, -0.926201
0.451826, 0.934516, -0.151343
0.453846, 0.932496, -2.019921
0.452789, 0.933553, -1.056561
0.451869, 0.932632, -0.920497
