0.445271, 0.993870, -0.240639
0.445499, 0.993642, -0.227657
0.446368, 0.992773, 0.869313
0.445250, 0.991654, -1.118841
0.445491, 0.991896, -0.241677
0.445716, 0.991671, -0.224744
0.446584, 0.990803, 0.867840
0.445467, 0.989687, -1.116370
0.445710, 0.989930, -0.242712
0.445932, 0.989708, -0.221843
0.446798, 0.988841, 0.866374
0.445684, 0.987727, -1.113908
0.445928, 0.987971, -0.243742
0.446147, 0.987752, -0.218953
0.447012, 0.986887, 0.864914
0.445901, 0.985776, -1.111456
0.446145, 0.986021, -0.244768
0.446361, 0.985805, -0.216075
0.447225, 0.984941, 0.863459
0.446116, 0.983832, -1.109013
0.446362, 0.984078, -0.245790
0.446575, 0.983865, -0.213209
0.447437, 0.983003, 0.862010
0.446330, 0.981896, -1.106581
0.446577, 0.982143, -0.246808
0.446788, 0.981933, -0.210354
0.447648, 0.981072, 0.860567
0.446544, 0.979968, -1.104158
0.446792, 0.980216, -0.247822
0.446999, 0.980008, -0.207510
0.447858, 0.979149, 0.859130
0.446757, 0.978047, -1.101745
0.447005, 0.978296, -0.248832
0.447210, 0.978091, -0.204678
0.448068, 0.977234, 0.857699
0.446969, 0.976134, -1.099342
0.447218, 0.976384, -0.249838
0.447420, 0.976182, -0.201857
0.448276, 0.975326, 0.856273
0.447180, 0.974229, -1.096948
0.447430, 0.974480, -0.250840
0.447629, 0.974281, -0.199047
0.448484, 0.973426, 0.854853
0.447390, 0.972331, -1.094564
0.447642, 0.972583, -0.251838
0.447838, 0.972387, -0.196249
0.448691, 0.971534, 0.853438
0.447599, 0.970441, -1.092189
0.447852, 0.970694, -0.252832
0.448045, 0.970501, -0.193462
0.448897, 0.969649, 0.852030
0.447808, 0.968559, -1.089824
0.448061, 0.968813, -0.253822
0.448252, 0.968622, -0.190686
0.449103, 0.967771, 0.850626
0.448015, 0.966684, -1.087468
0.448270, 0.966939, -0.254808
0.448458, 0.966751, -0.187921
0.449307, 0.965902, 0.849229
0.448222, 0.964817, -1.085122
0.448478, 0.965072, -0.255790
0.448663, 0.964887, -0.185167
0.449511, 0.964039, 0.847837
0.448428, 0.962957, -1.082785
0.448685, 0.963213, -0.256768
0.448867, 0.963031, -0.182424
0.449714, 0.962184, 0.846451
0.448633, 0.961104, -1.080458
0.448891, 0.961362, -0.257742
0.449071, 0.961182, -0.179692
0.449916, 0.960337, 0.845070
0.448838, 0.959259, -1.078139
0.449096, 0.959518, -0.258712
0.449273, 0.959341, -0.176971
0.450117, 0.958497, 0.843694
0.449041, 0.957421, -1.075830
0.449301, 0.957681, -0.259679
0.449475, 0.957506, -0.174261
0.450317, 0.956664, 0.842325
0.449244, 0.955591, -1.073531
0.449505, 0.955851, -0.260641
0.449676, 0.955680, -0.171562
0.450517, 0.954839, 0.840960
0.449446, 0.953767, -1.071240
0.449707, 0.954029, -0.261600
0.449876, 0.953860, -0.168873
0.450716, 0.953021, 0.839601
0.449647, 0.951952, -1.068959
0.449909, 0.952214, -0.262555
0.450076, 0.952048, -0.166195
0.450914, 0.951210, 0.838248
0.449847, 0.950143, -1.066686
0.450111, 0.950407, -0.263506
0.450274, 0.950243, -0.163528
0.451111, 0.949406, 0.836900
0.450047, 0.948342, -1.064423
0.450311, 0.948606, -0.264453
0.450472, 0.948445, -0.160872
0.451308, 0.947610, 0.835557
0.450245, 0.946548, -1.062169
0.450511, 0.946813, -0.265397
0.450669, 0.946655, -0.158226
0.451503, 0.945821, 0.834220
0.450443, 0.944761, -1.059924
0.450710, 0.945027, -0.266336
0.450865, 0.944871, -0.155591
0.451698, 0.944038, 0.832888
0.450641, 0.942981, -1.057688
0.450908, 0.943248, -0.267272
0.451061, 0.943095, -0.152966
0.451892, 0.942263, 0.831561
0.450837, 0.941208, -1.055461
0.451105, 0.941476, -0.268204
0.451255, 0.941326, -0.150352
0.452086, 0.940496, 0.830240
0.451032, 0.939442, -1.053242
0.451302, 0.939712, -0.269133
0.451449, 0.939564, -0.147749
0.452278, 0.938735, 0.828924
0.451227, 0.937684, -1.051033
0.451497, 0.937954, -0.270058
0.451642, 0.937809, -0.145155
0.452470, 0.936981, 0.827613
0.451421, 0.935932, -1.048832
0.451692, 0.936203, -0.270979
0.451835, 0.936061, -0.142573
0.452661, 0.935234, 0.826307
0.451614, 0.934188, -1.046641
0.451886, 0.934460, -0.271896
0.452026, 0.934320, -0.140000
0.452851, 0.933495, 0.825007
0.451807, 0.932450, -1.044458
0.452080, 0.932723, -0.272810
0.452217, 0.932586, -0.137438
0.453041, 0.931762, 0.823712
0.451999, 0.930720, -1.042283
0.452272, 0.930993, -0.273720
0.452407, 0.930858, -0.134886
0.453230, 0.930036, 0.822422
0.452189, 0.928996, -1.040118
0.452464, 0.929270, -0.274627
0.452596, 0.929138, -0.132344
0.453418, 0.928317, 0.821137
0.452380, 0.927279, -1.037961
0.452655, 0.927555, -0.275530
0.452785, 0.927425, -0.129812
0.453605, 0.926605, 0.819857
0.452569, 0.925569, -1.035812
0.452845, 0.925846, -0.276429
0.452973, 0.925718, -0.127291
0.453791, 0.924900, 0.818582
0.452758, 0.923866, -1.033673
0.453035, 0.924143, -0.277325
0.453160, 0.924019, -0.124779
0.453977, 0.923201, 0.817313
0.452945, 0.922170, -1.031542
0.453224, 0.922448, -0.278217
0.453346, 0.922326, -0.122278
0.454162, 0.921510, 0.816048
0.453133, 0.920480, -1.029419
0.453412, 0.920759, -0.279105
0.453531, 0.920639, -0.119786
0.454346, 0.919825, 0.814789
0.453319, 0.918797, -1.027305
0.453599, 0.919077, -0.279990
0.453716, 0.918960, -0.117305
0.454530, 0.918147, 0.813535
0.453505, 0.917121, -1.025199
0.453785, 0.917402, -0.280872
0.453900, 0.917287, -0.114833
0.454713, 0.916475, 0.812285
0.453689, 0.915452, -1.023102
0.453971, 0.915734, -0.281750
0.454084, 0.915621, -0.112372
0.454895, 0.914810, 0.811041
0.453874, 0.913789, -1.021013
